disease_1,disease_2,semantic_similarity
Osteoarthritis,Colon and rectal adenocarcinoma,0.026217688
Osteoarthritis,Uveal melanoma,0.022082402
Osteoarthritis,Hypopharyngeal cancer,0.032258637
Osteoarthritis,Cardiac hypertrophy,0
Osteoarthritis,Hepatic carcinoma,0
Osteoarthritis,Cancer,0.107359913
Osteoarthritis,Tuberculosis,0.054521373
Osteoarthritis,Prader-willi syndrome,0.07496322
Osteoarthritis,Acute promyelocytic leukemia,0.019232165
Osteoarthritis,Heart failure,0.132409048
Osteoarthritis,Uterine leiomyoma,0.026217688
Osteoarthritis,Adenocarcinoma,0.041172339
Osteoarthritis,Lung carcinoma,0.032258637
Osteoarthritis,Head and neck squamous cell carcinoma,0.032258637
Osteoarthritis,Psoriatic arthritis,0.298507463
Osteoarthritis,B-cell lymphoma,0.022082402
Osteoarthritis,Prostate carcinoma,0.026217688
Osteoarthritis,Prostatic neoplasms,0
Osteoarthritis,Malignant glioma,0.054521373
Osteoarthritis,Epstein-barr virus infections,0
Osteoarthritis,Stomach cancer,0.041172339
Osteoarthritis,Urinary bladder cancer,0.041172339
Osteoarthritis,Colon carcinoma,0.019232165
Osteoarthritis,Gallbladder cancer,0.032258637
Osteoarthritis,Liposarcoma,0.026217688
Osteoarthritis,Meningioma,0.032258637
Osteoarthritis,Uterine cervical neoplasm,0.032258637
Osteoarthritis,Renal carcinoma,0.032258637
Osteoarthritis,Lung small cell carcinoma,0.026217688
Osteoarthritis,Mouth neoplasms,0.041172339
Osteoarthritis,Lymphosarcoma,0
Osteoarthritis,Breast neoplasms,0
Multiple myeloma,Multiple myeloma,0
Multiple myeloma,Prostate cancer,0.206873557
Multiple myeloma,Osteosarcoma,0.163074998
Multiple myeloma,Colorectal carcinoma,0.019011407
Multiple myeloma,Muscle-invasive bladder cancer,0.271481054
Multiple myeloma,Parkinson disease,0.028013277
Multiple myeloma,Breast cancer,0.271481054
Multiple myeloma,Pancreatic cancer,0.271481054
Multiple myeloma,Colon cancer,0.133086931
Multiple myeloma,Laryngeal cancer,0.206873557
Multiple myeloma,Laryngeal squamous cell carcinoma,0.163074998
Multiple myeloma,Glioblastoma,0.125202196
Multiple myeloma,Glioma,0.222834703
Multiple myeloma,Pancreatic ductal adenocarcinoma,0.133086931
Multiple myeloma,Liver cancer,0.271481054
Multiple myeloma,Lung squamous cell carcinoma,0.133086931
Multiple myeloma,Non small cell lung cancer,0.163074998
Multiple myeloma,Non small cell lung carcinoma,0.163074998
Multiple myeloma,Ovarian carcinoma,0.112414826
Multiple myeloma,Cervical cancer,0.206873557
Multiple myeloma,Renal cell carcinoma,0.163074998
Multiple myeloma,Clear cell renal cell carcinoma,0.133086931
Multiple myeloma,Cholangiocarcinoma,0.112414826
Multiple myeloma,Neuroblastoma,0.163074998
Multiple myeloma,Acute myeloid leukemia,0.315372824
Multiple myeloma,Nasopharyngeal carcinoma,0.206873557
Multiple myeloma,Esophageal squamous cell cancer,0.057142857
Multiple myeloma,Esophageal squamous cell carcinoma,0.057142857
Multiple myeloma,Liver cirrhosis,0.036761943
Multiple myeloma,Early hepatocellular carcinoma,0.163074998
Multiple myeloma,Triple negative breast cancer,0.206873557
Multiple myeloma,Bladder cancer,0.271481054
Multiple myeloma,Atherosclerosis,0.083333333
Multiple myeloma,Ovarian cancer,0.206873557
Multiple myeloma,Papillary thyroid cancer,0.163074998
Multiple myeloma,Papillary thyroid carcinoma,0.163074998
Multiple myeloma,Gastric carcinoma,0.206873557
Multiple myeloma,Nasopharyngeal cancer,0.020080321
Multiple myeloma,Nk/T cell lymphoma,0.069124424
Multiple myeloma,Ischemia,0.049857993
Multiple myeloma,Esophagus adenocarcinoma,0.163074998
Multiple myeloma,Retinoblastoma,0.112414826
Multiple myeloma,Epithelial ovarian cancer,0.163074998
Multiple myeloma,Renal cell cancer,0.056818182
Multiple myeloma,Diffuse large B cell lymphoma,0.266386647
Multiple myeloma,Oral squamous cell carcinoma,0.206873557
Multiple myeloma,Lymphoma,0.490223176
Multiple myeloma,Hemangioma,0.121083697
Multiple myeloma,Myasthenia gravis,0.032520325
Multiple myeloma,Pneumonia,0.036761943
Multiple myeloma,Pediatric neuroblastoma,0.163074998
Multiple myeloma,Leukemia lymphoblastic acute,0.315372824
Multiple myeloma,Tongue squamous cell carcinoma,0.163074998
Multiple myeloma,Melanoma,0.222834703
Multiple myeloma,Nonalcoholic fatty liver disease,0
Multiple myeloma,Epithelial ovarian carcinoma,0.06405694
Multiple myeloma,Herpes simplex keratitis,0
Multiple myeloma,Dysregulated immunity,0.193548387
Multiple myeloma,Pre-eclampsia,0.028013277
Multiple myeloma,Chronic obstructive pulmonary disease,0.028013277
Multiple myeloma,Lung adenocarcinoma,0.133086931
Multiple myeloma,T-cell acute lymphoblastic leukemia,0.233480176
Multiple myeloma,Chronic myeloid leukemia,0.315372824
Multiple myeloma,Ovarian clear cell carcinoma,0.098097872
Multiple myeloma,Primary breast cancer,0.271481054
Multiple myeloma,Wilms tumor,0.206873557
Multiple myeloma,Colon and rectal adenocarcinoma,0.163074998
Multiple myeloma,Uveal melanoma,0.133086931
Multiple myeloma,Hypopharyngeal cancer,0.206873557
Multiple myeloma,Cardiac hypertrophy,0.050420168
Multiple myeloma,Hepatic carcinoma,0.062015504
Multiple myeloma,Cancer,0.454209032
Multiple myeloma,Tuberculosis,0.049857993
Multiple myeloma,Prader-willi syndrome,0.069898901
Multiple myeloma,Acute promyelocytic leukemia,0.266386647
Multiple myeloma,Heart failure,0.057142857
Multiple myeloma,Uterine leiomyoma,0.083333333
Multiple myeloma,Adenocarcinoma,0.164303377
Multiple myeloma,Lung carcinoma,0.206873557
Multiple myeloma,Head and neck squamous cell carcinoma,0.206873557
Multiple myeloma,Psoriatic arthritis,0.101626678
Multiple myeloma,B-cell lymphoma,0.315372824
Multiple myeloma,Prostate carcinoma,0.163074998
Multiple myeloma,Prostatic neoplasms,0.024590164
Multiple myeloma,Malignant glioma,0.222834703
Multiple myeloma,Epstein-barr virus infections,0
Multiple myeloma,Stomach cancer,0.271481054
Multiple myeloma,Urinary bladder cancer,0.271481054
Multiple myeloma,Colon carcinoma,0.112414826
Multiple myeloma,Gallbladder cancer,0.206873557
Multiple myeloma,Liposarcoma,0.163074998
Multiple myeloma,Meningioma,0.206873557
Multiple myeloma,Uterine cervical neoplasm,0.206873557
Multiple myeloma,Renal carcinoma,0.206873557
Multiple myeloma,Lung small cell carcinoma,0.163074998
Multiple myeloma,Mouth neoplasms,0.271481054
Multiple myeloma,Lymphosarcoma,0.299145299
Multiple myeloma,Breast neoplasms,0.050420168
Prostate cancer,Prostate cancer,0
Prostate cancer,Osteosarcoma,0.23822486
Prostate cancer,Colorectal carcinoma,0.045226131
Prostate cancer,Muscle-invasive bladder cancer,0.351665478
Prostate cancer,Parkinson disease,0.03846223
Prostate cancer,Breast cancer,0.351665478
Prostate cancer,Pancreatic cancer,0.351665478
Prostate cancer,Colon cancer,0.206873557
Prostate cancer,Laryngeal cancer,0.284037401
Prostate cancer,Laryngeal squamous cell carcinoma,0.23822486
Prostate cancer,Glioblastoma,0.17190262
Prostate cancer,Glioma,0.274166874
Prostate cancer,Pancreatic ductal adenocarcinoma,0.206873557
Prostate cancer,Liver cancer,0.351665478
Prostate cancer,Lung squamous cell carcinoma,0.206873557
Prostate cancer,Non small cell lung cancer,0.23822486
Prostate cancer,Non small cell lung carcinoma,0.23822486
Prostate cancer,Ovarian carcinoma,0.289757968
Prostate cancer,Cervical cancer,0.444229946
Prostate cancer,Renal cell carcinoma,0.23822486
Prostate cancer,Clear cell renal cell carcinoma,0.206873557
Prostate cancer,Cholangiocarcinoma,0.18526914
Prostate cancer,Neuroblastoma,0.23822486
Prostate cancer,Acute myeloid leukemia,0.206873557
Prostate cancer,Nasopharyngeal carcinoma,0.284037401
Prostate cancer,Esophageal squamous cell cancer,0.055555556
Prostate cancer,Esophageal squamous cell carcinoma,0.055555556
Prostate cancer,Liver cirrhosis,0.047619921
Prostate cancer,Early hepatocellular carcinoma,0.23822486
Prostate cancer,Triple negative breast cancer,0.284037401
Prostate cancer,Bladder cancer,0.351665478
Prostate cancer,Atherosclerosis,0.032258637
Prostate cancer,Ovarian cancer,0.444229946
Prostate cancer,Papillary thyroid cancer,0.23822486
Prostate cancer,Papillary thyroid carcinoma,0.23822486
Prostate cancer,Gastric carcinoma,0.284037401
Prostate cancer,Nasopharyngeal cancer,0.048648649
Prostate cancer,Nk/T cell lymphoma,0.019607843
Prostate cancer,Ischemia,0.061343273
Prostate cancer,Esophagus adenocarcinoma,0.23822486
Prostate cancer,Retinoblastoma,0.18526914
Prostate cancer,Epithelial ovarian cancer,0.372579866
Prostate cancer,Renal cell cancer,0.135
Prostate cancer,Diffuse large B cell lymphoma,0.18526914
Prostate cancer,Oral squamous cell carcinoma,0.284037401
Prostate cancer,Lymphoma,0.284037401
Prostate cancer,Hemangioma,0.14897652
Prostate cancer,Myasthenia gravis,0.029819518
Prostate cancer,Pneumonia,0.047619921
Prostate cancer,Pediatric neuroblastoma,0.23822486
Prostate cancer,Leukemia lymphoblastic acute,0.206873557
Prostate cancer,Tongue squamous cell carcinoma,0.23822486
Prostate cancer,Melanoma,0.274166874
Prostate cancer,Nonalcoholic fatty liver disease,0
Prostate cancer,Epithelial ovarian carcinoma,0.110599078
Prostate cancer,Herpes simplex keratitis,0
Prostate cancer,Dysregulated immunity,0
Prostate cancer,Pre-eclampsia,0.03846223
Prostate cancer,Chronic obstructive pulmonary disease,0.03846223
Prostate cancer,Lung adenocarcinoma,0.206873557
Prostate cancer,T-cell acute lymphoblastic leukemia,0.170310041
Prostate cancer,Chronic myeloid leukemia,0.206873557
Prostate cancer,Ovarian clear cell carcinoma,0.266362177
Prostate cancer,Primary breast cancer,0.351665478
Prostate cancer,Wilms tumor,0.284037401
Prostate cancer,Colon and rectal adenocarcinoma,0.23822486
Prostate cancer,Uveal melanoma,0.206873557
Prostate cancer,Hypopharyngeal cancer,0.284037401
Prostate cancer,Cardiac hypertrophy,0
Prostate cancer,Hepatic carcinoma,0.06185567
Prostate cancer,Cancer,0.517415251
Prostate cancer,Tuberculosis,0.061343273
Prostate cancer,Prader-willi syndrome,0.082379097
Prostate cancer,Acute promyelocytic leukemia,0.18526914
Prostate cancer,Heart failure,0.061343273
Prostate cancer,Uterine leiomyoma,0.078342404
Prostate cancer,Adenocarcinoma,0.21283189
Prostate cancer,Lung carcinoma,0.284037401
Prostate cancer,Head and neck squamous cell carcinoma,0.284037401
Prostate cancer,Psoriatic arthritis,0.115768709
Prostate cancer,B-cell lymphoma,0.206873557
Prostate cancer,Prostate carcinoma,0.838709477
Prostate cancer,Prostatic neoplasms,1
Prostate cancer,Malignant glioma,0.274166874
Prostate cancer,Epstein-barr virus infections,0
Prostate cancer,Stomach cancer,0.351665478
Prostate cancer,Urinary bladder cancer,0.351665478
Prostate cancer,Colon carcinoma,0.18526914
Prostate cancer,Gallbladder cancer,0.284037401
Prostate cancer,Liposarcoma,0.23822486
Prostate cancer,Meningioma,0.284037401
Prostate cancer,Uterine cervical neoplasm,0.444229946
Prostate cancer,Renal carcinoma,0.284037401
Prostate cancer,Lung small cell carcinoma,0.23822486
Prostate cancer,Mouth neoplasms,0.351665478
Prostate cancer,Lymphosarcoma,0.035294118
Prostate cancer,Breast neoplasms,0.172413793
Osteosarcoma,Osteosarcoma,0
Osteosarcoma,Colorectal carcinoma,0.015384615
Osteosarcoma,Muscle-invasive bladder cancer,0.304051121
Osteosarcoma,Parkinson disease,0.032258637
Osteosarcoma,Breast cancer,0.304051121
Osteosarcoma,Pancreatic cancer,0.304051121
Osteosarcoma,Colon cancer,0.163074998
Osteosarcoma,Laryngeal cancer,0.23822486
Osteosarcoma,Laryngeal squamous cell carcinoma,0.193613418
Osteosarcoma,Glioblastoma,0.144176356
Osteosarcoma,Glioma,0.243677156
Osteosarcoma,Pancreatic ductal adenocarcinoma,0.163074998
Osteosarcoma,Liver cancer,0.304051121
Osteosarcoma,Lung squamous cell carcinoma,0.163074998
Osteosarcoma,Non small cell lung cancer,0.193613418
Osteosarcoma,Non small cell lung carcinoma,0.193613418
Osteosarcoma,Ovarian carcinoma,0.142026452
Osteosarcoma,Cervical cancer,0.23822486
Osteosarcoma,Renal cell carcinoma,0.193613418
Osteosarcoma,Clear cell renal cell carcinoma,0.163074998
Osteosarcoma,Cholangiocarcinoma,0.142026452
Osteosarcoma,Neuroblastoma,0.193613418
Osteosarcoma,Acute myeloid leukemia,0.163074998
Osteosarcoma,Nasopharyngeal carcinoma,0.23822486
Osteosarcoma,Esophageal squamous cell cancer,0.047169811
Osteosarcoma,Esophageal squamous cell carcinoma,0.047169811
Osteosarcoma,Liver cirrhosis,0.041172339
Osteosarcoma,Early hepatocellular carcinoma,0.193613418
Osteosarcoma,Triple negative breast cancer,0.23822486
Osteosarcoma,Bladder cancer,0.304051121
Osteosarcoma,Atherosclerosis,0.026217688
Osteosarcoma,Ovarian cancer,0.23822486
Osteosarcoma,Papillary thyroid cancer,0.193613418
Osteosarcoma,Papillary thyroid carcinoma,0.193613418
Osteosarcoma,Gastric carcinoma,0.23822486
Osteosarcoma,Nasopharyngeal cancer,0.016574586
Osteosarcoma,Nk/T cell lymphoma,0.060402685
Osteosarcoma,Ischemia,0.054521373
Osteosarcoma,Esophagus adenocarcinoma,0.193613418
Osteosarcoma,Retinoblastoma,0.142026452
Osteosarcoma,Epithelial ovarian cancer,0.193613418
Osteosarcoma,Renal cell cancer,0.045918367
Osteosarcoma,Diffuse large B cell lymphoma,0.142026452
Osteosarcoma,Oral squamous cell carcinoma,0.23822486
Osteosarcoma,Lymphoma,0.23822486
Osteosarcoma,Hemangioma,0.132409048
Osteosarcoma,Myasthenia gravis,0.025084784
Osteosarcoma,Pneumonia,0.041172339
Osteosarcoma,Pediatric neuroblastoma,0.193613418
Osteosarcoma,Leukemia lymphoblastic acute,0.163074998
Osteosarcoma,Tongue squamous cell carcinoma,0.193613418
Osteosarcoma,Melanoma,0.243677156
Osteosarcoma,Nonalcoholic fatty liver disease,0
Osteosarcoma,Epithelial ovarian carcinoma,0.056338028
Osteosarcoma,Herpes simplex keratitis,0
Osteosarcoma,Dysregulated immunity,0
Osteosarcoma,Pre-eclampsia,0.032258637
Osteosarcoma,Chronic obstructive pulmonary disease,0.032258637
Osteosarcoma,Lung adenocarcinoma,0.163074998
Osteosarcoma,T-cell acute lymphoblastic leukemia,0.12745019
Osteosarcoma,Chronic myeloid leukemia,0.163074998
Osteosarcoma,Ovarian clear cell carcinoma,0.12745019
Osteosarcoma,Primary breast cancer,0.304051121
Osteosarcoma,Wilms tumor,0.23822486
Osteosarcoma,Colon and rectal adenocarcinoma,0.193613418
Osteosarcoma,Uveal melanoma,0.163074998
Osteosarcoma,Hypopharyngeal cancer,0.23822486
Osteosarcoma,Cardiac hypertrophy,0
Osteosarcoma,Hepatic carcinoma,0.052631579
Osteosarcoma,Cancer,0.479833079
Osteosarcoma,Tuberculosis,0.054521373
Osteosarcoma,Prader-willi syndrome,0.07496322
Osteosarcoma,Acute promyelocytic leukemia,0.142026452
Osteosarcoma,Heart failure,0.054521373
Osteosarcoma,Uterine leiomyoma,0.189189189
Osteosarcoma,Adenocarcinoma,0.184015148
Osteosarcoma,Lung carcinoma,0.23822486
Osteosarcoma,Head and neck squamous cell carcinoma,0.23822486
Osteosarcoma,Psoriatic arthritis,0.107359913
Osteosarcoma,B-cell lymphoma,0.163074998
Osteosarcoma,Prostate carcinoma,0.193613418
Osteosarcoma,Prostatic neoplasms,0.022727273
Osteosarcoma,Malignant glioma,0.243677156
Osteosarcoma,Epstein-barr virus infections,0
Osteosarcoma,Stomach cancer,0.304051121
Osteosarcoma,Urinary bladder cancer,0.304051121
Osteosarcoma,Colon carcinoma,0.142026452
Osteosarcoma,Gallbladder cancer,0.23822486
Osteosarcoma,Liposarcoma,0.458800952
Osteosarcoma,Meningioma,0.23822486
Osteosarcoma,Uterine cervical neoplasm,0.23822486
Osteosarcoma,Renal carcinoma,0.23822486
Osteosarcoma,Lung small cell carcinoma,0.193613418
Osteosarcoma,Mouth neoplasms,0.304051121
Osteosarcoma,Lymphosarcoma,0.108433735
Osteosarcoma,Breast neoplasms,0.058823529
Colorectal carcinoma,Colorectal carcinoma,0
Colorectal carcinoma,Muscle-invasive bladder cancer,0.043902439
Colorectal carcinoma,Parkinson disease,0
Colorectal carcinoma,Breast cancer,0.139896373
Colorectal carcinoma,Pancreatic cancer,0.207373272
Colorectal carcinoma,Colon cancer,0.744
Colorectal carcinoma,Laryngeal cancer,0.04109589
Colorectal carcinoma,Laryngeal squamous cell carcinoma,0
Colorectal carcinoma,Glioblastoma,0.008498584
Colorectal carcinoma,Glioma,0.016042781
Colorectal carcinoma,Pancreatic ductal adenocarcinoma,0.113924051
Colorectal carcinoma,Liver cancer,0.233160622
Colorectal carcinoma,Lung squamous cell carcinoma,0
Colorectal carcinoma,Non small cell lung cancer,0.020979021
Colorectal carcinoma,Non small cell lung carcinoma,0.020979021
Colorectal carcinoma,Ovarian carcinoma,0.061728395
Colorectal carcinoma,Cervical cancer,0.02955665
Colorectal carcinoma,Renal cell carcinoma,0.02739726
Colorectal carcinoma,Clear cell renal cell carcinoma,0.02739726
Colorectal carcinoma,Cholangiocarcinoma,0.011627907
Colorectal carcinoma,Neuroblastoma,0.008498584
Colorectal carcinoma,Acute myeloid leukemia,0.01754386
Colorectal carcinoma,Nasopharyngeal carcinoma,0.027522936
Colorectal carcinoma,Esophageal squamous cell cancer,0.191489362
Colorectal carcinoma,Esophageal squamous cell carcinoma,0.191489362
Colorectal carcinoma,Liver cirrhosis,0.060606061
Colorectal carcinoma,Early hepatocellular carcinoma,0.126760563
Colorectal carcinoma,Triple negative breast cancer,0.081967213
Colorectal carcinoma,Bladder cancer,0.043902439
Colorectal carcinoma,Atherosclerosis,0
Colorectal carcinoma,Ovarian cancer,0.061728395
Colorectal carcinoma,Papillary thyroid cancer,0.040540541
Colorectal carcinoma,Papillary thyroid carcinoma,0.040540541
Colorectal carcinoma,Gastric carcinoma,0
Colorectal carcinoma,Nasopharyngeal cancer,0.029411765
Colorectal carcinoma,Nk/T cell lymphoma,0.011627907
Colorectal carcinoma,Ischemia,0
Colorectal carcinoma,Esophagus adenocarcinoma,0
Colorectal carcinoma,Retinoblastoma,0.036437247
Colorectal carcinoma,Epithelial ovarian cancer,0.038135593
Colorectal carcinoma,Renal cell cancer,0.02739726
Colorectal carcinoma,Diffuse large B cell lymphoma,0.011299435
Colorectal carcinoma,Oral squamous cell carcinoma,0
Colorectal carcinoma,Lymphoma,0.043902439
Colorectal carcinoma,Hemangioma,0.029585799
Colorectal carcinoma,Myasthenia gravis,0
Colorectal carcinoma,Pneumonia,0
Colorectal carcinoma,Pediatric neuroblastoma,0
Colorectal carcinoma,Leukemia lymphoblastic acute,0.015706806
Colorectal carcinoma,Tongue squamous cell carcinoma,0
Colorectal carcinoma,Melanoma,0.024875622
Colorectal carcinoma,Nonalcoholic fatty liver disease,0.035502959
Colorectal carcinoma,Epithelial ovarian carcinoma,0.038135593
Colorectal carcinoma,Herpes simplex keratitis,0
Colorectal carcinoma,Dysregulated immunity,0
Colorectal carcinoma,Pre-eclampsia,0
Colorectal carcinoma,Chronic obstructive pulmonary disease,0
Colorectal carcinoma,Lung adenocarcinoma,0.02970297
Colorectal carcinoma,T-cell acute lymphoblastic leukemia,0.010989011
Colorectal carcinoma,Chronic myeloid leukemia,0.014925373
Colorectal carcinoma,Ovarian clear cell carcinoma,0
Colorectal carcinoma,Primary breast cancer,0
Colorectal carcinoma,Wilms tumor,0.052419355
Colorectal carcinoma,Colon and rectal adenocarcinoma,1
Colorectal carcinoma,Uveal melanoma,0
Colorectal carcinoma,Hypopharyngeal cancer,0.031914894
Colorectal carcinoma,Cardiac hypertrophy,0
Colorectal carcinoma,Hepatic carcinoma,0.126760563
Colorectal carcinoma,Cancer,0.234042553
Colorectal carcinoma,Tuberculosis,0
Colorectal carcinoma,Prader-willi syndrome,0
Colorectal carcinoma,Acute promyelocytic leukemia,0.011627907
Colorectal carcinoma,Heart failure,0
Colorectal carcinoma,Uterine leiomyoma,0.01754386
Colorectal carcinoma,Adenocarcinoma,0.01754386
Colorectal carcinoma,Lung carcinoma,0.020979021
Colorectal carcinoma,Head and neck squamous cell carcinoma,0.075376884
