snoRNA,disease,label
SNORA31,Head and neck squamous cell carcinoma,0
SNORD59A,Psoriatic arthritis,0
SNORA75,Triple negative breast cancer,0
SNORD1A,Prostate cancer,0
SNORD88A,Renal cell cancer,0
SNORD41,Lung carcinoma,0
SNHG5,Breast neoplasms,0
SNORD58A,Acute myeloid leukemia,0
SNORD94,Cardiac hypertrophy,0
SNORD83B,Colon carcinoma,0
SNORA3A,Early hepatocellular carcinoma,0
SNHG9,Heart failure,0
SNORD46,Osteoarthritis,0
SNORD36B,Pancreatic ductal adenocarcinoma,0
SNORD114-5,Papillary thyroid carcinoma,0
SNORD33,Colon carcinoma,0
SNORD36A,Renal cell carcinoma,0
SNORD57,Early hepatocellular carcinoma,0
SNORD102,Liver cirrhosis,0
SNORD74,Lymphoma,0
SNORA50C,Laryngeal squamous cell carcinoma,0
SNORA16A,Parkinson disease,0
SNORD114-15,Adenocarcinoma,0
SNORD71,Gastric carcinoma,0
SNORD5,Uveal melanoma,0
SNORA33,Parkinson disease,0
SCARNA3,Gastric carcinoma,0
SNORA81,Dysregulated immunity,0
SCARNA7,Nasopharyngeal carcinoma,0
SNORD113-9,Pre-eclampsia,0
SNORD104,Pancreatic ductal adenocarcinoma,0
SNORA20,Non small cell lung carcinoma,0
SNORD1C,Esophageal cancer,0
SNORD36A,Breast cancer,0
SNORD3A,Multiple myeloma,0
SNORA5A,T-cell acute lymphoblastic leukemia,0
SNORA71B,Diffuse large B cell lymphoma,0
SNHG20,Muscle-invasive bladder cancer,0
SNORD37,Prader-willi syndrome,0
SNORD58A,Retinoblastoma,0
SNORA33,Lung cancer,0
SNORD75,Tuberculosis,0
SNORD28,Hypopharyngeal cancer,0
SNORA70,Lymphosarcoma,0
SNORD115-21,Pediatric neuroblastoma,0
SNORD60,Meningioma,0
SNORA35,Thyroid cancer,0
SNORA80B,Colorectal adenocarcinoma,0
SNORD12,Chronic myeloid leukemia,0
SNORD41,Epithelial ovarian cancer,0
SNORD82,Parkinson disease,0
SNORA7B,Pre-eclampsia,0
RNVU1-18,Head and neck squamous cell carcinoma,0
SNORD114-11,Tongue squamous cell carcinoma,0
SNORA11E,Acute promyelocytic leukemia,0
SNHG9,Cholangiocarcinoma,0
SNORD59A,Pneumonia,0
SNORD114-10,Colorectal carcinoma,0
SNORD114-5,Esophageal cancer,0
SNORD64,Atherosclerosis,0
SNORD18C,Prostatic neoplasms,0
SNORA37,Tongue squamous cell carcinoma,0
SNORD35B,Non small cell lung cancer,0
SNORA74A,Cancer,0
SCARNA12,Heart failure,0
SCARNA11,Pancreatic ductal adenocarcinoma,0
SNORD114-29,Hepatocellular carcinoma,0
SNORA70B,Liposarcoma,0
SNORD36C,Epithelial ovarian carcinoma,0
RNVU1-18,Leukemia lymphoblastic acute,0
SCARNA4,Gastric carcinoma,0
SNORD1A,Papillary thyroid carcinoma,0
SNORD4A,Pancreatic ductal adenocarcinoma,0
SNORD22,Gastric carcinoma,0
SNORD59B,Laryngeal cancer,0
SNORA66,Glioma,0
SNORA8,Hemangioma,0
SNORD65,Oral squamous cell carcinoma,0
SNORD121A,Myasthenia gravis,0
SNORD113-3,Stomach cancer,0
SNORD114-3,Psoriatic arthritis,0
TERC,Dysregulated immunity,0
SNORD54,Malignant glioma,0
SNORD3C,Colon carcinoma,0
SNORD45B,Non small cell lung cancer,0
SNORA5A,Acute promyelocytic leukemia,0
SNORD71,Esophageal squamous cell carcinoma,0
SNORD58A,Liposarcoma,0
SNORD11B,Hypopharyngeal cancer,0
SNHG10,Esophageal cancer,0
SNORD121A,Esophageal cancer,0
SNORD72,Mouth neoplasms,0
SNORD103C,Atherosclerosis,0
SNORD4B,Mouth neoplasms,0
SNORA80B,Bladder cancer,0
SNORD80,Clear cell renal cell carcinoma,0
SNORA74A,Rheumatoid arthritis,0
SNORD38B,Epstein-barr virus infections,0
SNORA71B,Prostate cancer,0
SNORA64,Glioma,0
SNORD70,Early hepatocellular carcinoma,0
SNORD14D,Esophageal cancer,0
SNORA70B,Pediatric neuroblastoma,0
SNORA66,Head and neck squamous cell carcinoma,0
SNORD18C,Pediatric neuroblastoma,0
SNORD13,Breast cancer,0
SNORA66,Thyroid cancer,0
SNORA3B,Ovarian clear cell carcinoma,0
SNORD52,Clear cell renal cell carcinoma,0
SNORD114-9,T-cell acute lymphoblastic leukemia,0
SNORA5A,Glioma,0
SNORA71A,Dysregulated immunity,0
SNORD125,Thyroid cancer,0
SNORD64,Pneumonia,0
SNORD127,Gallbladder cancer,0
SNORA49,Esophagus adenocarcinoma,0
SNORD18C,Acute myeloid leukemia,0
SNORA59B,Neuroblastoma,0
SNORD116-25,Lung small cell carcinoma,0
SNORD38B,Cancer,0
SNORD66,T-cell acute lymphoblastic leukemia,0
MEG8,Renal cell carcinoma,0
SNORD71,Prostatic neoplasms,0
SNORD54,Pancreatic cancer,0
SNORA2B,Lymphoma,0
SNORD58C,Muscle-invasive bladder cancer,0
SNORD31,Parkinson disease,0
SNORA28,Laryngeal squamous cell carcinoma,0
SNHG9,Acute myeloid leukemia,0
SNORD126,Renal cell cancer,0
SNORD3D,Hemangioma,0
SNORD113-6,Malignant glioma,0
SNORA5C,Gastric carcinoma,0
SNHG16,Lung carcinoma,0
SNORD103B,Esophageal squamous cell carcinoma,0
RNU1-2,Gallbladder cancer,0
SNORD115-16,Atherosclerosis,0
SNORD102,Hemangioma,0
SNORD113-8,Alzheimer disease,0
SNORD114-9,Colorectal adenocarcinoma,0
SNORD111,Chronic obstructive pulmonary disease,0
SNORD1B,Lymphoma,0
SNORA70D,Laryngeal squamous cell carcinoma,0
SNORD3P3,Papillary thyroid cancer,0
SCARNA7,Cervical cancer,0
SNORA74B,Psoriatic arthritis,0
SNORD115-16,Psoriatic arthritis,0
SNORD114-9,Liposarcoma,0
SNORD115-16,Hemangioma,0
SNHG8,Chronic obstructive pulmonary disease,0
SNORD113-6,Ischemia,0
SNORD43,Lymphosarcoma,0
SNORD115-31,Gastric cancer,0
SNORD73A,Uterine cervical neoplasm,0
SNORD113-5,Colorectal adenocarcinoma,0
SNORD92,Acute promyelocytic leukemia,0
SNORD115-42,Gastric cancer,0
SNORD41,Prostatic neoplasms,0
SNORD88B,Cancer,0
SNORD22,Lung adenocarcinoma,0
SNORA70D,Laryngeal cancer,0
SNORA80E,Bladder cancer,0
SNHG9,Prostatic neoplasms,0
SNORD113-2,Hepatic carcinoma,0
SNORD1C,Epithelial ovarian cancer,0
SNORA7B,Clear cell renal cell carcinoma,0
SNHG14,Lymphoma,0
SNORD76,B-cell lymphoma,0
SNORD69,Oral squamous cell carcinoma,0
SNORD125,Heart failure,0
SNORD4A,Wilms tumor,0
SNORA27,Lung cancer,0
SNORA62,Lung squamous cell carcinoma,0
SNORD41,West nile virus infection,0
SNORD58A,Esophageal cancer,0
SNORA51,Clear cell renal cell carcinoma,0
SNORA70F,Uveal melanoma,0
SNORA71C,Leukemia lymphoblastic acute,0
SNORA27,Lung small cell carcinoma,0
SNORD110,Epithelial ovarian cancer,0
SNHG21,Tuberculosis,0
SNORD88C,Epithelial ovarian cancer,0
SNORA17B,Pancreatic ductal adenocarcinoma,0
SNORD121A,Colon cancer,0
SNORD42B,Laryngeal squamous cell carcinoma,0
RNU1-1,Esophageal cancer,0
SNORD26,Meningioma,0
SNORD36C,Pancreatic adenocarcinoma,0
SNORA70,Parkinson disease,0
SNORD80,Oral squamous cell carcinoma,0
SNORD14E,Nk/T cell lymphoma,0
SNORD83B,Osteoarthritis,0
SNORA80E,Psoriatic arthritis,0
SNORA58,Liposarcoma,0
SNORD77,Parkinson disease,0
SNORD38B,Colorectal adenocarcinoma,0
SCARNA17,Diffuse large B cell lymphoma,0
RNVU1-18,Dysregulated immunity,0
SNORD36A,Glioblastoma,0
SNORD33,Chronic myeloid leukemia,0
SNORA23,Non small cell lung carcinoma,0
SNORA2B,Pediatric neuroblastoma,0
SNORA5C,Alzheimer disease,0
SNORD111,Adenocarcinoma,0
SNORD59B,Pneumonia,0
SNORA32,Papillary thyroid cancer,0
SNHG16,Meningioma,0
RNU1-4,Bladder cancer,0
SNORD42A,Neuroblastoma,0
RNU7-1,Diffuse large B cell lymphoma,0
SNORD115-16,Renal cell cancer,0
SNORA31,Ovarian carcinoma,0
SNORA73A,Glioma,0
SNORA27,Parkinson disease,0
SNORD7,Melanoma,0
SNHG25,Glioma,0
SNORD49B,Nonalcoholic fatty liver disease,0
SNORD125,Non small cell lung carcinoma,0
SNORA6,Nasopharyngeal cancer,0
SNORD87,Myasthenia gravis,0
SNORD115-15,Pre-eclampsia,0
SNORA70F,Prostate carcinoma,0
SNORA17A,Osteosarcoma,0
SNORA74B,Renal carcinoma,0
SNORD115-32,Thyroid cancer,0
SNORD127,Uveal melanoma,0
SNORD36C,Epithelial ovarian cancer,0
SNORD117,Herpes simplex keratitis,0
SNORD115-32,Pancreatic adenocarcinoma,0
RNVU1-18,Muscle-invasive bladder cancer,0
SNORA67,Colon carcinoma,0
SNORD22,Multiple myeloma,0
SNORD21,Nk/T cell lymphoma,0
SNORD84,Uterine leiomyoma,0
SNORA13,Breast cancer,0
SNORD38B,Wilms tumor,0
SNORD69,Lung small cell carcinoma,0
SNORD31,Lung cancer,0
SNORD116-21,T-cell acute lymphoblastic leukemia,0
SNORD105B,Breast neoplasms,0
RNU1-4,Laryngeal squamous cell carcinoma,0
SNORA26,Urinary bladder cancer,0
SNORA71A,Parkinson disease,0
SNORD126,Heart failure,0
SNORD82,T-cell acute lymphoblastic leukemia,0
SNORA51,Leukemia lymphoblastic acute,0
SNHG5,Tuberculosis,0
SCARNA7,T-cell acute lymphoblastic leukemia,0
SNORA70E,Cervical cancer,0
SCARNA3,Heart failure,0
SNORA80B,Dysregulated immunity,0
SCARNA17,Tuberculosis,0
SNORD4B,Lung small cell carcinoma,0
SCARNA17,Hemangioma,0
SNORA48,Esophageal squamous cell carcinoma,0
SNORD12B,Tongue squamous cell carcinoma,0
SNHG22,Colorectal adenocarcinoma,0
SNORD78,Prostate carcinoma,0
SNORD50A,T-cell acute lymphoblastic leukemia,0
SNORD6,Uveal melanoma,0
SNORD92,Hepatic carcinoma,0
SNORA36C,Pancreatic adenocarcinoma,0
SNHG15,Nasopharyngeal cancer,0
SCARNA16,Acute promyelocytic leukemia,0
SNORD114-13,Prostate carcinoma,0
SNORD115-10,Colorectal cancer,0
SNORA17B,Bladder cancer,0
SNORD35A,Multiple myeloma,0
SNORA35,Retinoblastoma,0
SNORA26,Esophageal squamous cell cancer,0
SNORD113-8,Ovarian carcinoma,0
SNORD104,Diffuse large B cell lymphoma,0
SNORA57,Clear cell renal cell carcinoma,0
SNORD116-2,Cervical cancer,0
GAS5,Esophageal cancer,0
SNORA41,Chronic obstructive pulmonary disease,0
SNORD69,Colon cancer,0
SNORA66,Lymphosarcoma,0
SNORD36C,Esophageal squamous cell cancer,0
SNORD80,Primary breast cancer,0
SNORD80,Uveal melanoma,0
SNORD15B,Liver fibrosis,0
SNORD115-10,Colon and rectal adenocarcinoma,0
SNHG22,Gastric carcinoma,0
RNU1-3,Thyroid cancer,0
SNORD3B-2,Osteosarcoma,0
SNORD87,Papillary thyroid cancer,0
SNORD114-5,Colorectal carcinoma,0
SNHG6,Lung small cell carcinoma,0
SNHG6,Stomach cancer,0
SNORD53,Parkinson disease,0
SNORD115-10,Esophageal squamous cell cancer,0
SNORD115-21,Tuberculosis,0
SNORD116-29,Uveal melanoma,0
SNORA64,Colorectal cancer,0
SNORD98,Hepatic carcinoma,0
SCARNA2,Pancreatic cancer,0
SNORD56,Nk/T cell lymphoma,0
RNU1-1,Breast cancer,0
SNORD18B,Chronic myeloid leukemia,0
SNORD23,Gastric cancer,0
SNORD38B,Myasthenia gravis,0
SNHG8,Liver cirrhosis,0
SNORA21,Cardiac hypertrophy,0
SNORA49,Uterine cervical neoplasm,0
SCARNA13,Wilms tumor,0
SNORD35A,Pneumonia,0
SNORD114-9,Urinary bladder cancer,0
SNORA66,Epithelial ovarian carcinoma,0
SNORD32A,Colon cancer,0
SCARNA16,Tuberculosis,0
SNORD65,Rheumatoid arthritis,0
SNORD93,Bladder cancer,0
SNORD97,Rheumatoid arthritis,0
SNORD18A,Uterine leiomyoma,0
SNORD3C,Lymphosarcoma,0
SNORD115-10,Dysregulated immunity,0
SNORD121A,Psoriatic arthritis,0
SNORD1A,Head and neck squamous cell carcinoma,0
SNORD37,Colon and rectal adenocarcinoma,0
SCARNA15,Diffuse large B cell lymphoma,0
SNHG17,Chronic obstructive pulmonary disease,0
SNORA21,Retinoblastoma,0
SNORD14B,Lung carcinoma,0
SNORA80B,Colon cancer,0
SNORA51,Liver cirrhosis,0
SNORA29,Tongue squamous cell carcinoma,0
SNORA70,Malignant glioma,0
SNORA17B,Breast neoplasms,0
SNORA80A,Pre-eclampsia,0
SNORD116-20,Adenocarcinoma,0
SNORD36B,Thyroid cancer,0
SNORD113-2,Breast neoplasms,0
SNORA2B,Papillary thyroid carcinoma,0
SNORD22,Pediatric neuroblastoma,0
SNORA5B,Chronic obstructive pulmonary disease,0
SNORA20,Mouth neoplasms,0
SNORD114-23,Multiple myeloma,0
SNORA80A,Acute myeloid leukemia,0
SNORD45C,Uveal melanoma,0
SNORD114-22,Papillary thyroid carcinoma,0
SNORD114-14,Nasopharyngeal carcinoma,0
SNORD2,Oral squamous cell carcinoma,0
SNORD12,Colon cancer,0
SNORD3A,Meningioma,0
SNORD114-1,Ischemia,0
SNORD19,Urinary bladder cancer,0
SNORD123,Oral squamous cell carcinoma,0
SNORD4A,Esophageal squamous cell cancer,0
SNORA21,Lung cancer,0
SNORD67,Pediatric neuroblastoma,0
SNORD59A,Liver cancer,0
SNORD10,Lung small cell carcinoma,0
SNORD60,Hypopharyngeal cancer,0
SNORD4A,Pediatric neuroblastoma,0
SNORD43,Lung carcinoma,0
SNORD115-8,Ovarian cancer,0
SNORD27,Rheumatoid arthritis,0
SNORD64,Lung adenocarcinoma,0
SNORA64,Lung carcinoma,0
SNORA36C,Lung cancer,0
SNORA8,Osteoarthritis,0
SNORD34,Lung carcinoma,0
SNHG7,Esophagus adenocarcinoma,0
SNORD71,Ischemia,0
SCARNA4,Head and neck squamous cell carcinoma,0
SNORA81,Wilms tumor,0
SNORD114-2,Triple negative breast cancer,0
RNU2-1,Osteoarthritis,0
SNORD113-4,Cardiac hypertrophy,0
SNORA13,Liver fibrosis,0
SNORD3D,Glioblastoma,0
SNORD75,Colorectal adenocarcinoma,0
SNORA71D,Laryngeal squamous cell carcinoma,0
SNORD36B,Cervical cancer,0
SNORD115-8,Myasthenia gravis,0
SNORA9,Triple negative breast cancer,0
SNORD101,Colon cancer,0
SNORD24,Hemangioma,0
SNORD114-22,Cervical cancer,0
SNORD42B,Ovarian clear cell carcinoma,0
SNORD103B,Cardiac hypertrophy,0
SNORA15,Bladder cancer,0
SNORD58A,Multiple myeloma,0
SNORA4,Prader-willi syndrome,0
SNORA60,Cerebral cavernous malformations,0
SNORD45C,Ovarian clear cell carcinoma,0
SNORA53,Epithelial ovarian carcinoma,0
SNORD114-11,Lymphosarcoma,0
SNORD116-20,Mouth neoplasms,0
SNORD65,Malignant glioma,0
SNORA72,Colon and rectal adenocarcinoma,0
SNHG11,Chronic myeloid leukemia,0
SNORD3P3,Lymphoma,0
SCARNA13,Papillary thyroid cancer,0
SNORD3B-2,Malignant glioma,0
SNORD70,Adenocarcinoma,0
SNORD113-7,Renal carcinoma,0
SNORD114-15,Nk/T cell lymphoma,0
SNORD50B,Leukemia lymphoblastic acute,0
SNORD3B-1,Multiple myeloma,0
SNORD75,Renal carcinoma,0
SNORD49B,Laryngeal cancer,0
RNVU1-7,Lung adenocarcinoma,0
SNORD73A,B-cell lymphoma,0
SNORD3D,Pancreatic adenocarcinoma,0
SNORD12C,Laryngeal cancer,0
SNORD32A,Primary breast cancer,0
SNORD11,Heart failure,0
SCARNA11,Hepatic carcinoma,0
SNORA6,Esophageal squamous cell cancer,0
SNORD45A,Uterine leiomyoma,0
SNORD38A,Lung cancer,0
SNORD62A,Non small cell lung cancer,0
SNORD115-16,Lung squamous cell carcinoma,0
SNORA23,Pancreatic adenocarcinoma,0
SNORD67,Primary breast cancer,0
SNORD114-13,Hepatocellular carcinoma,0
SNHG21,Prostatic neoplasms,0
SNORD18A,Uveal melanoma,0
SNORD52,Gastric carcinoma,0
SNORD114-1,Prostate cancer,0
SNORD35A,Renal cell cancer,0
SNORA28,Clear cell renal cell carcinoma,0
SNORD4A,Atherosclerosis,0
SNORA30,Prostate carcinoma,0
SNORD18A,Pancreatic ductal adenocarcinoma,0
SNORD88C,Gallbladder cancer,0
SNORD45B,Prostatic neoplasms,0
SCARNA4,Renal carcinoma,0
SNORA15,Pancreatic ductal adenocarcinoma,0
SNORA80B,Triple negative breast cancer,0
SNORA61,Renal carcinoma,0
SNORD116-20,Laryngeal cancer,0
SCARNA14,Non small cell lung cancer,0
SNHG8,Gallbladder cancer,0
SNORA70E,Papillary thyroid carcinoma,0
SNORA70C,Breast neoplasms,0
SNORD31,Lung small cell carcinoma,0
SNORD116-3,Hemangioma,0
SNORD121A,Colorectal carcinoma,0
SCARNA15,Epithelial ovarian cancer,0
SNORD115-42,Epithelial ovarian carcinoma,0
SNORD56,Esophageal cancer,0
SNHG4,Non small cell lung carcinoma,0
SNORA26,Liver fibrosis,0
SNORA79,Lung cancer,0
SNORD31,Pancreatic ductal adenocarcinoma,0
SNORD59A,Pancreatic ductal adenocarcinoma,0
SCARNA12,Acute promyelocytic leukemia,0
SNHG8,Diffuse large B cell lymphoma,0
SNORD93,Melanoma,0
SNORD105,Osteosarcoma,0
SNORD51,Pneumonia,0
SNORA50A,Neuroblastoma,0
SNORD28,Laryngeal squamous cell carcinoma,0
SNHG3,Lung carcinoma,0
SNORA32,Renal cell cancer,0
SNORD94,Prostate carcinoma,0
SCARNA7,Myasthenia gravis,0
SNORD68,Lung cancer,0
SNORD116-2,Esophageal cancer,0
SCARNA10,Pancreatic ductal adenocarcinoma,0
SNORA75,Cardiac hypertrophy,0
SNHG8,Retinoblastoma,0
SNORD41,Non small cell lung cancer,0
SNORA1,Adenocarcinoma,0
MEG8,Nk/T cell lymphoma,0
SNORA69,Psoriatic arthritis,0
SNORD12C,Prostate cancer,0
SNORD88B,Papillary thyroid carcinoma,0
SNORA70F,Multiple myeloma,0
SNORD43,Liver fibrosis,0
SNORD89,Heart failure,0
SNORD94,Nasopharyngeal cancer,0
SNORA24,Osteoarthritis,0
SNORA55,Muscle-invasive bladder cancer,0
SNORA59B,Hypopharyngeal cancer,0
SNHG18,Nk/T cell lymphoma,0
SNORA80B,Epithelial ovarian cancer,0
SNORD42A,Laryngeal cancer,0
SNHG6,Glioblastoma,0
SNORD113-9,Ovarian clear cell carcinoma,0
SNORD25,Mouth neoplasms,0
SNORD19,Hepatocellular carcinoma,0
SNORD78,Liver fibrosis,0
SNORA59B,Nk/T cell lymphoma,0
SNORD88C,Non small cell lung carcinoma,0
SNORD14D,Neuroblastoma,0
SNORD77,Renal cell cancer,0
SNORA5C,Osteoarthritis,0
SNORD36A,Hypopharyngeal cancer,0
SNORD3B-2,Osteoarthritis,0
SNORD64,Thyroid cancer,0
SNORD3D,Renal cell cancer,0
RNU2-1,Neuroblastoma,0
SNORD58A,Cervical cancer,0
SNORD10,Alzheimer disease,0
SNORD96A,Gastric carcinoma,0
SNORA9,Renal carcinoma,0
SNORD114-26,Pneumonia,0
SNORA61,Melanoma,0
SNORD115-40,Liposarcoma,0
SNORD118,Papillary thyroid cancer,0
SCARNA12,Breast neoplasms,0
SNORD93,Stomach cancer,0
SNHG19,Lung adenocarcinoma,0
SNORD16,Colorectal adenocarcinoma,0
SNORD48,Atherosclerosis,0
SNORA67,Lung adenocarcinoma,0
SNORD115-13,Thyroid cancer,0
RNU1-2,Ovarian clear cell carcinoma,0
SNORA58,Esophageal squamous cell carcinoma,0
SNORD115-13,Non small cell lung cancer,0
SNORD88C,Gastric carcinoma,0
SNORD113-3,Ovarian cancer,0
SNORA31,Hemangioma,0
SNORD76,Pre-eclampsia,0
SNORA59B,Lung carcinoma,0
SNORD114-5,Cervical cancer,0
SNORA70F,Pancreatic cancer,0
SNORD54,Pediatric neuroblastoma,0
SNORD24,Prader-willi syndrome,0
RNU1-1,Pancreatic cancer,0
SNORA26,Ovarian clear cell carcinoma,0
SNHG5,Pneumonia,0
SNORD68,Renal cell cancer,0
SNORD116-1,Alzheimer disease,0
SNORD114-25,Pediatric neuroblastoma,0
SNORD15A,Lung small cell carcinoma,0
SCARNA9,Nonalcoholic fatty liver disease,0
SNHG11,Papillary thyroid cancer,0
SNORD4B,Parkinson disease,0
SNORD115-32,Prostate carcinoma,0
SNORA58,Renal cell carcinoma,0
SNORA69,Prader-willi syndrome,0
SCARNA13,Multiple myeloma,0
SNORD114-17,Prostatic neoplasms,0
SNORD114-10,Papillary thyroid cancer,0
SNORD11,Parkinson disease,0
SNORD27,Esophageal squamous cell carcinoma,0
SNHG10,Ischemia,0
SNORA7B,Gallbladder cancer,0
RNU1-4,Hemangioma,0
SNORD114-9,Parkinson disease,0
RNU1-4,Lung carcinoma,0
SCARNA22,Bladder cancer,0
RNVU1-18,Liver fibrosis,0
SNORD14E,Atherosclerosis,0
SNORD71,Laryngeal cancer,0
SNORD125,Breast cancer,0
SNORD37,Hemangioma,0
SNORA9,Retinoblastoma,0
SNHG17,Papillary thyroid carcinoma,0
SNORD50A,West nile virus infection,0
SNORD78,Cancer,0
SNORD115-23,Prostate cancer,0
SNORD36C,Glioblastoma,0
SNHG7,Early hepatocellular carcinoma,0
SNORD42A,Cardiac hypertrophy,0
SNORD50A,Triple negative breast cancer,0
SNORD116-16,Multiple myeloma,0
SNORD67,Wilms tumor,0
SNORD83A,Glioblastoma,0
SNORD11B,Glioblastoma,0
SNORA14A,Acute promyelocytic leukemia,0
SNORA73A,Cholangiocarcinoma,0
SNHG7,Colorectal carcinoma,0
SNHG10,Clear cell renal cell carcinoma,0
SNORD94,Ovarian clear cell carcinoma,0
SNHG12,Alzheimer disease,0
SNHG25,Uveal melanoma,0
SNORA66,Stomach cancer,0
SNORA71B,Colorectal carcinoma,0
SCARNA8,Renal cell cancer,0
SNORD35A,Tuberculosis,0
SNORD10,Ischemia,0
SNORD114-20,Esophageal squamous cell cancer,0
SNORD31,Malignant glioma,0
MEG8,Early hepatocellular carcinoma,0
SNORD42B,Pancreatic ductal adenocarcinoma,0
SNORD114-25,Liver cancer,0
SNORA46,Prostatic neoplasms,0
SNORD58C,Pre-eclampsia,0
SNORD11,Wilms tumor,0
SNORD50B,Nonalcoholic fatty liver disease,0
SNORD103B,Head and neck squamous cell carcinoma,0
SNORD12B,Ovarian clear cell carcinoma,0
SNORA63,Parkinson disease,0
SNORD111,Hemangioma,0
SNORD113-2,Gastric cancer,0
SNORA55,Primary breast cancer,0
SCARNA3,Leukemia lymphoblastic acute,0
SNORD63,Psoriatic arthritis,0
SNORA75,Pre-eclampsia,0
SNHG25,Osteoarthritis,0
SNORD78,Papillary thyroid carcinoma,0
SNORD64,Hypopharyngeal cancer,0
SNORD65,Lymphosarcoma,0
SNORD69,Uveal melanoma,0
SNORD32A,Uterine leiomyoma,0
SNHG5,Non small cell lung carcinoma,0
SNORD42B,Lymphosarcoma,0
SNORA57,Breast neoplasms,0
SNORD43,Nk/T cell lymphoma,0
SNORD114-28,Atherosclerosis,0
SNORA52,Rheumatoid arthritis,0
SNORD37,Herpes simplex keratitis,0
SNORA69,Triple negative breast cancer,0
SNORA36C,Hepatocellular carcinoma,0
SNORD52,Stomach cancer,0
SNORD116@,Retinoblastoma,0
SNORD114-9,Hepatic carcinoma,0
SNHG25,Epstein-barr virus infections,0
SNHG25,Psoriatic arthritis,0
SNORA55,Hepatic carcinoma,0
SNORA69,Clear cell renal cell carcinoma,0
SNORA52,Glioma,0
SNORA71A,Neuroblastoma,0
SNORD114-12,Ovarian cancer,0
SNORD116-21,Acute promyelocytic leukemia,0
SNORD36B,Prostate cancer,0
SNORD59B,Nasopharyngeal cancer,0
SNORD33,Colon cancer,0
SNORD114-12,Pancreatic cancer,0
SNORD35A,Primary breast cancer,0
SNORA58,Nonalcoholic fatty liver disease,0
SNORA59B,Malignant glioma,0
SNORD119,Colorectal carcinoma,0
SNORD15A,Chronic obstructive pulmonary disease,0
SNORD22,Lung small cell carcinoma,0
SNORD116-25,Urinary bladder cancer,0
SNHG4,Wilms tumor,0
SNORD3P3,West nile virus infection,0
SNORD66,Hepatic carcinoma,0
SNORA23,Herpes simplex keratitis,0
SNORA79,Epstein-barr virus infections,0
SNORD116-20,Neuroblastoma,0
SNORD116-3,Colorectal cancer,0
RNU1-3,Herpes simplex keratitis,0
SNORD59B,Pancreatic ductal adenocarcinoma,0
SNORD114-21,Cardiac hypertrophy,0
SCARNA7,Herpes simplex keratitis,0
SNORA9,Liver cancer,0
SNORA32,Neuroblastoma,0
SNORD42A,Chronic obstructive pulmonary disease,0
SNORA20,Glioblastoma,0
SCARNA5,Osteosarcoma,0
SNORD116-2,T-cell acute lymphoblastic leukemia,0
SNORD44,Primary breast cancer,0
SNORD38A,Thyroid cancer,0
SNHG8,Lymphosarcoma,0
SNORA26,Pediatric neuroblastoma,0
SCARNA4,Epithelial ovarian carcinoma,0
SNORD123,Pancreatic adenocarcinoma,0
SNORD117,Liver fibrosis,0
SNORD93,Hepatocellular carcinoma,0
SNORA8,Esophageal cancer,0
SNORD71,Neuroblastoma,0
SNORD1A,Ovarian cancer,0
SCARNA8,Meningioma,0
SNORD114-23,Non small cell lung cancer,0
SNORA70D,Melanoma,0
SNORD114-21,Lung squamous cell carcinoma,0
SNORD116-21,Breast cancer,0
SNORD113-2,Acute promyelocytic leukemia,0
SNHG11,Glioma,0
SNORD44,Papillary thyroid carcinoma,0
SNORA74B,Colorectal carcinoma,0
SNORD43,Renal cell carcinoma,0
SNORA73A,West nile virus infection,0
SNORD72,West nile virus infection,0
SNHG16,Epithelial ovarian carcinoma,0
SNORA6,Esophagus adenocarcinoma,0
SNORD81,Lung adenocarcinoma,0
SNORD115-42,B-cell lymphoma,0
SNORD115-1,Cardiac hypertrophy,0
SNORD113-5,Neuroblastoma,0
SNORD115-42,Chronic obstructive pulmonary disease,0
RNVU1-7,Breast neoplasms,0
SNORA22,Prostate carcinoma,0
SNORA53,Head and neck squamous cell carcinoma,0
SNORA64,Liver cancer,0
SNORD36C,Neuroblastoma,0
SNORD14D,Pancreatic cancer,0
SNHG14,Rheumatoid arthritis,0
SNORD73A,Acute promyelocytic leukemia,0
SCARNA13,Lung carcinoma,0
SNORD59B,Acute promyelocytic leukemia,0
SNORA59B,Hemangioma,0
SNORD18B,Stomach cancer,0
RNVU1-18,Nk/T cell lymphoma,0
SNORD114-25,Non small cell lung cancer,0
SNORA70B,Ovarian cancer,0
SNORD32A,Psoriatic arthritis,0
SNORD79,Osteosarcoma,0
SNORD58B,Head and neck squamous cell carcinoma,0
SNORD32A,Breast neoplasms,0
SNORD31,Osteosarcoma,0
SNORD2,Head and neck squamous cell carcinoma,0
SNORD115-16,Uveal melanoma,0
SNORD123,Esophageal cancer,0
SNORD16,Pancreatic ductal adenocarcinoma,0
SNORA80B,Uterine cervical neoplasm,0
SNORA5A,Epithelial ovarian cancer,0
SNORD67,Urinary bladder cancer,0
MEG8,Non small cell lung carcinoma,0
SNORD114-13,Triple negative breast cancer,0
SNORD3P3,Breast cancer,0
SNORA18,Oral squamous cell carcinoma,0
SNORD41,Retinoblastoma,0
SNORA36C,Clear cell renal cell carcinoma,0
SNORD114-15,Rheumatoid arthritis,0
SNORD36B,Colorectal carcinoma,0
SNORD116-15,Nk/T cell lymphoma,0
RNU1-1,Early hepatocellular carcinoma,0
